date,point_global,point_context,coll_glob,coll_season,point_context_point_global
2000-02-07,0.24109261994158895,0.2658664830890897,0.27434097374972,0.29179757762952185,0.1040681700776384
2000-02-08,-0.16768509630662282,-0.18959236467621712,-0.2567603759444763,-0.23158473162149107,-0.11639917787837664
2000-02-09,-0.49800425841952844,-0.47252004037472883,-0.5020258285843251,-0.5701648825934406,-0.559347541766659
2000-02-10,-0.8055140112609476,-0.8129669123462109,-0.8544548831996732,-0.9518369395306716,-1.007968245075145
2000-02-11,-1.1780885922271178,-1.0657610979336027,-1.1119311296838692,-1.2628498080547952,-1.2683804351185561
2000-02-12,-1.358719367918194,-1.34688263510895,-1.4168356495811079,-1.3979725067143456,-3.780585145152148
2000-02-13,-1.393868278144423,-1.5276678487533384,-1.620711208528252,-1.4903710491193973,-1.551582358545695
2000-02-14,-1.5096781746210102,-1.3347708993131702,-1.459432262203728,-1.4899701126465035,-1.4366273874498048
2000-02-15,-1.2825105088663966,-1.3859617025841244,-1.4813417735862653,-1.446472832329145,-1.4522196312741704
2000-02-16,-1.2794837861160362,-1.2856941979898473,-1.259605045545457,-1.3487059600157418,-1.1553743873558553
2000-02-17,-1.0757965916535395,-1.0069307536124776,-1.163269874777291,-0.93756589747536,-1.074126163429307
2000-02-18,-0.7492931708451869,-0.7531300653833057,-0.7080989572692771,-0.6953070155115182,-0.6880149464425571
2000-02-19,-0.2966566095076794,-0.5714625968787119,-0.3627698216904147,-0.2917577345237281,-0.26774124664129945
2000-02-20,0.04151680204322422,0.07684582807969279,-0.055973482484949516,-0.15461882109962805,-0.179825438203772
2000-02-21,0.39631085823460144,0.31119589564363953,0.3652141582104056,0.3636122874486004,0.44920944710718286
2000-02-22,0.7912655256593615,0.602670618305733,0.6740124745771844,0.8001626098861816,0.7812529574458487
2000-02-23,1.0572190300609527,1.011702112302011,1.028478278365505,0.9258745665560455,0.9750555801246362
2000-02-24,1.4286488743700354,1.2550190635702514,1.2889874218140025,1.2744537517954022,1.207243308618228
2000-02-25,1.3925614506433082,1.5384105418398348,1.3716526096084396,1.4107088651596165,1.38301413051466
2000-02-26,1.4676814876071549,1.6097013868078172,1.4448575056456971,1.466995661805982,3.0566554864662376
2000-02-27,1.5339507873575022,1.559276849912099,1.4381599512256438,1.5234726578334201,1.449723471666081
2000-02-28,1.3362020918538993,1.4794806401941694,1.3810209537936244,1.3401938146874692,1.471172703469678
2000-02-29,1.126067109542769,1.1187288519276692,1.153482331677373,1.1444769404460096,1.3307300703073055
2000-03-01,0.9150130705428419,0.8782732758594649,1.009067669708791,0.7769156762428032,0.909655145265984
2000-03-02,0.6106582904630247,0.5572816213504495,0.6244234621749238,0.5793834021172195,0.49749013622532046
2000-03-03,0.14603704597798609,0.16775401219034536,0.20314713740576823,0.26862100280376827,0.19207068563391977
2000-03-04,-0.36701733007914505,-0.08285567976409716,-0.251457236664717,-0.03068063992895754,-0.15314632817921792
2000-03-05,-0.48792747999074937,-0.3777209033805272,-0.6059720840895036,-0.5306067588862056,-0.4881309253164117
2000-03-06,-3.158446527584687,-0.9380468389423882,-0.9710652512581653,-0.934530561288808,-0.7830067536001931
2000-03-07,-1.0813034198715243,-1.1253599378579926,-1.1961481042701654,-1.2112378762369962,-1.1568912057045102
2000-03-08,-1.3466010534248194,-1.4569567457692725,-1.220292301501729,-1.4320185069868039,-1.3235254090438473
2000-03-09,-1.4220303695868637,-1.328562379351489,-1.5378636733424869,-1.4250769410514788,-1.5326481396088263
2000-03-10,-1.4212602437397033,-1.4767187882599844,-1.5714954151445775,-1.5162282021768299,-1.3512703455010096
2000-03-11,-1.4672269981496564,-1.3867639677380368,-1.591758706113138,-1.3481259132937449,-1.439134428819051
2000-03-12,-1.268032717706991,-1.1617918288425209,-1.2253941228152094,-1.2384880556456825,-2.919553278284354
2000-03-13,-1.0134795248615174,-1.112106670548056,-0.9636121534367019,-1.1166855856494977,-0.9644606202335546
2000-03-14,-0.6809899887810766,-0.8310588300246515,-0.6564534928401213,-0.6989596231989323,-0.6583040015237487
2000-03-15,-0.3736382522717364,-0.36814842626501754,-0.3545349205286521,-0.44075257001357826,-0.36963333210586613
2000-03-16,0.077250728128225,0.06590432375015226,0.0014789843278838865,0.05695557922764033,-0.08297464275159094
2000-03-17,0.32766677096652946,0.44786620361489016,0.4667819287899843,0.44160709290835265,0.44368737500726363
2000-03-18,0.7383361949857827,0.7823907024362569,0.7613750541808727,0.6856856532284992,0.825701621332644
2000-03-19,1.062491400782562,0.9558568711161435,1.0043785258717874,1.0235215655858243,1.054777054367905
2000-03-20,1.2261152776576314,1.135162800948369,1.2924189805660715,1.1412781667567669,4.184509713758324
2000-03-21,1.5476589535751484,1.4165670551040317,1.4265162907592126,1.5147209704226254,1.4455015690697413
2000-03-22,1.4230010040267813,1.4532807059643948,1.4848864633792074,1.5154891467815763,1.5595476738637286
2000-03-23,1.3119033195620478,1.4191787465897425,1.4611714772623634,1.4494642841133243,1.413683282724547
2000-03-24,1.4772833464175266,1.370808107645722,1.364723528211742,1.4324037826620493,1.4614477995716446
2000-03-25,1.2486993153584085,1.235217006884887,1.110188912546291,1.0369930810961567,1.1190954210375166
2000-03-26,0.9224051864318139,0.904546427661262,0.8828199726407313,0.9567077905147888,1.0412105736001989
2000-03-27,0.5309105074516951,0.5239565802157432,0.6700088472648182,0.5338779127450624,2.5686800670274073
2000-03-28,0.23586031907606497,0.301937940699895,0.17519784301110286,0.24276198953060912,0.1825918994787631
2000-03-29,-0.3426329878954761,-0.40418303586272286,-0.2643291570895152,-0.2782933407494017,-0.2320859761735813
2000-03-30,-0.48525168502503946,-0.6817064599770332,-0.5251004585565605,-0.6429838403956336,-0.5101669954486322
2000-03-31,-0.9000401322776703,-0.8918375655638753,-0.9282750798894956,-0.8182019002558275,-0.7977116453401859
2000-04-01,-1.1481659260925083,-1.2477833884000438,-1.1549769657470774,-1.1307627685461932,-1.1589932345866676
2000-04-02,-1.2493650402032757,-1.3728128343855015,-1.3333453979547016,-1.2743819576443092,-1.3222096407879826
2000-04-03,-1.4061062597433778,-1.476972611608538,-1.4077237374975282,-1.4132011345549627,-1.3742167335817819
2000-04-04,-1.4406181580512007,-1.5102185603708058,-1.489943893068268,-1.418402746439445,-2.663386342090943
2000-04-05,-1.3844876130949246,-1.5428008878415933,-1.468771407910991,-1.5565412552763802,-1.4977588262338426
2000-04-06,-1.3394082403540803,-1.3384352405941937,-1.3987530887278745,-1.2802490058838645,-1.3936223940500347
2000-04-07,-0.9920070046154614,-1.1025742563840726,-0.9715124884252695,-1.0439833966195455,-1.1802260539072698
2000-04-08,-0.8427187166212197,-0.870409309543519,-0.752571793289738,-0.7242600350687253,-2.549518963327259
2000-04-09,-0.2422815189102554,-0.39439862126434266,-0.4891411700580378,-0.389697195323471,-0.34364571952747086
2000-04-10,1.6772770906828045,-0.1699744331789121,0.04106874302098719,-0.043855643303966955,-0.004426920634346214
2000-04-11,0.3305517132888838,0.24945996134952886,0.4188835651280586,0.30101567554285846,0.32523442508280237
2000-04-12,0.7930512411605533,0.7331298622857074,0.6526134630932301,0.7083745807248064,3.3157078282309147
2000-04-13,0.9605289426092807,1.0861131648521152,1.0490848561167518,1.0313408475336074,1.1111473656491668
2000-04-14,1.340319794732358,1.1894386719295817,1.2733584430283984,1.3108070350623107,1.1445035042458103
2000-04-15,1.4062388531714993,1.3012323471101308,1.443474960070747,-0.0730761176418812,1.40970976838814
2000-04-16,1.506169835392833,1.5213850642086237,1.4291877282027032,1.4388129114318116,1.5022287881414544
2000-04-17,1.5076294238543544,1.3984886373292291,1.5275176802270387,0.8387050499044881,1.9404736374885767
2000-04-18,1.2612340350020026,1.4011876951187976,1.3523832806117164,-0.9460286010779501,1.3121164858312262
2000-04-19,1.1978259216294054,1.147854106525436,1.1244899317449772,-1.5572541562910263,1.1814517084727456
2000-04-20,0.9009412338842897,0.011699518387350111,1.0218806254125727,0.004474931545889725,0.8837108126118158
2000-04-21,0.5471402497920959,0.532274373809283,0.4597805919768463,1.3948671929246437,0.6647651322797421
2000-04-22,0.06218669299857346,1.094232163457635,0.1995131329183512,1.1027154521375948,0.07774362470935342
2000-04-23,-0.2298711086394118,-0.006313224491994663,-0.2722874373781632,-0.9032553528412701,-0.21815968482551393
2000-04-24,-0.5495920317125478,-0.5546223061905032,-0.5465153253406788,-1.4424855085132313,-2.4356369759552936
2000-04-25,-0.8849632266144002,-0.9320728501759745,-0.8971358060004827,-0.743130067944706,-0.8318928165370278
2000-04-26,-1.120782946697552,-1.071155548054743,-1.1309817964970503,-1.319657362776933,-1.2547669918962634
2000-04-27,-1.5052840640300795,-1.370118537077122,-1.3570423472627038,-1.3596770380354912,-1.4302318786614374
2000-04-28,-1.4452044059204008,-1.413031865727454,-1.4051765644403127,-1.5563971974558544,-3.1604724068764165
2000-04-29,-1.5182749701774898,-1.5044285630084562,-1.5261401611230416,-1.349103963314359,-1.5472925257219061
2000-04-30,-1.5558448998427044,-1.4207677126734182,-1.3905201510878222,-1.4373906171834774,-1.3366679312727505
2000-05-01,-1.4503342954402294,-1.197098244053474,-1.307358265317784,-1.366806296693902,-1.1923752858391798
2000-05-02,-0.9066250089970473,-1.0602341056104374,-0.9942234411385664,-1.0287656399121474,-0.9912112740237506
2000-05-03,-0.7365888610426063,-0.704546655356045,-0.6437135994738562,-0.7297490057949897,-0.7418296568599837
2000-05-04,-0.36731545882827776,-0.32026238201203294,-0.3006344350869715,-0.31859885394674553,-0.3219061894400025
2000-05-05,-1.6877952033562456,-0.08838229775397327,-0.044646736785494995,0.04341146691611118,0.12927712732930408
2000-05-06,0.522184442143385,0.40617795194850437,0.44999602428633845,0.48995883325266715,0.2940657340453531
2000-05-07,0.644734179008095,0.6579742413937637,0.796466604426869,0.7201730599332062,0.751682068871266
2000-05-08,1.0628987449036118,0.9880484787570428,1.0804266760468444,1.0306572791254007,0.9689243588884725
2000-05-09,1.3371154431250467,1.0921413470440333,1.3891579255770992,1.4881825624059535,1.1869792207540066
2000-05-10,1.4353136843049406,1.2650122608131407,1.4624069152415575,1.3445922224792444,1.4389021184117332
2000-05-11,1.5192728719859372,1.4567468503948313,1.567322591635599,1.4466123107536295,1.43499391793958
2000-05-12,1.361935380155478,1.4928241720800264,1.2746746700042997,1.5030150761304495,1.448478858155192
2000-05-13,1.3830692600469878,1.4333389691765799,1.3440666923333455,1.3491630453518877,2.9074205972710057
2000-05-14,1.2022887860469917,0.7969480801916583,1.0929318218866166,1.1168276292720183,1.2635173978798406
2000-05-15,0.8676273270958026,0.9417609062698648,0.8682143024353621,0.7554813844458101,0.9320506778023901
2000-05-16,0.7040851895102537,0.5784077363643256,0.5296206318883601,0.6000438956083329,2.516556623150562
2000-05-17,0.1867159678908636,0.07107732143363674,0.04328644378303026,0.3000167153917961,0.22861356557410317
2000-05-18,-0.26964534942441715,-0.17996258018614272,-0.21349867754261515,-0.26872853865828783,-1.1569542879970631
2000-05-19,-0.5389269568473694,-0.5344268013976428,-0.5880703206503101,-0.4631199537183874,-0.4963928499602567
2000-05-20,-1.031439045553022,-0.7951090081803038,-0.8955083747981879,-0.7799305757518461,-0.9322610467901271
2000-05-21,-0.9847702112485357,-1.134950405870394,-1.1310051631014764,-1.1686756155873108,-1.1552458070323048
2000-05-22,-1.441858947835791,-1.4395807842561243,-1.4189499473583134,-1.3367748990110861,-1.3643016715057898
2000-05-23,-1.3942217437682514,-1.4427083665102438,-1.4286579018570695,-1.4230586070461553,-1.472924364179043
2000-05-24,-1.4697781826228034,-1.4255069868323016,-1.5395772367999587,-1.5324703458515936,-1.4610676143291679
2000-05-25,-1.4705266699443085,-1.41981678174808,-1.2776769265157428,-1.2804679573467255,-1.5171562325361123
2000-05-26,-1.1821276174229223,-1.2733251087950694,-1.4849701101716701,-1.1880920422270458,-1.278997629343575
2000-05-27,-1.013140199728408,-1.0122531265990122,-0.9666455838461678,-1.0956978926561103,-0.8558418419911649
2000-05-28,-0.6588638327479586,-0.7908358507266618,-0.7728761585102786,-0.7926055513885046,-0.6525864832282231
2000-05-29,-0.3940548623901826,-0.40886260597201374,-0.34555016086680523,-0.26599572671368077,-0.2377075691700688
2000-05-30,-1.6877952033562456,-0.08581723743891874,-0.03672819362452581,-0.1513239507094093,-0.22058738869054242
2000-05-31,0.2944446526285188,0.49707903819302934,1.2136076518088728,0.27341797827918546,0.4030209513989082
2000-06-01,0.6340664689792512,0.7302819774122868,1.1762018521172826,0.6857483235006078,0.7940036246767244
2000-06-02,0.9003989412050887,0.9815071309107594,1.2225512069720295,0.9448946348016567,1.029708641857468
2000-06-03,1.2193961772942885,1.3311804806323055,1.1996695623219351,1.2247159268342265,1.411071246682755
2000-06-04,1.2836233318894539,1.4486377353639663,1.2029960308419334,1.3256843275851842,1.5116369772674578
2000-06-05,1.4920311095766974,1.5538004912483312,1.2730239175350866,1.5020944453398486,1.3713082341426464
2000-06-06,2.417838453320832,1.5064506517367688,1.1227810132523657,1.6339640814882386,1.489092373783821
2000-06-07,1.3461050901157805,1.3479349552283957,1.122316621492897,1.2110730126011109,1.5406917695768438
2000-06-08,1.1800598238640982,1.2538640717494531,1.3550476527239872,1.1552678977893136,0.9926026197303702
2000-06-09,0.802590642923028,0.8856284687552312,0.9344418318844411,0.9822921129464739,0.9084932711033363
2000-06-10,0.5655592822217381,0.57946412421801,1.1880975064156214,0.557935178532702,0.47799211194702834
2000-06-11,0.1323250271019335,0.19425908142140347,0.1752196669759481,0.1597955100651794,0.22619184797361136
2000-06-12,-0.061185802213365434,-0.24258203483625762,-0.17358010088690146,-0.09504049979848485,-0.34265840530204933
2000-06-13,-0.4786181098521843,-0.5749915183247417,-0.6066071612659387,-0.560935803370082,-0.6971197494194059
2000-06-14,-0.8910469728014814,-0.8320651890283164,-0.9255554365857348,-0.8419790741113716,-0.9065391198235349
2000-06-15,-1.108989831635736,-1.1320994084477163,-1.2062742904478843,-1.182031183722103,-1.2677222561678243
2000-06-16,-1.3549626438274684,-1.331480050146393,-1.346680908908981,-1.3500124552120214,-1.443772884899881
2000-06-17,-3.6304181690032133,-1.4796245299273019,-1.4030072316645277,-1.5606019499755004,-1.4493576014882257
2000-06-18,-1.418160361820696,-0.5609895276568497,-1.4069201217992482,-1.4172687991762136,-1.4418882973715523
2000-06-19,-1.5483269794976273,-1.3290986933943185,-1.3087292608282775,-1.3725118906118214,-1.5086289640992347
2000-06-20,-1.1844399510676058,-1.2170065189075354,-1.3100908063536327,-1.2174077351865955,-1.0657193047232378
2000-06-21,-1.0447739011138772,-1.0705340006793127,-0.977506781069909,-1.077761581107025,-1.091158630226244
2000-06-22,-0.6325031968416,-0.7063930419130237,-0.6820663400465095,-0.6601648458304241,-3.0763284945811953
2000-06-23,-0.4093391216374572,-0.22267067425253956,-0.2987720803535294,-0.27030357906308466,-1.755406714652161
2000-06-24,0.028433036248527124,0.04520941605245021,0.002726640136707188,-0.10884231466658856,0.04529976605678595
2000-06-25,0.3656272389347096,0.3761618486728506,0.3578149495563518,0.35449378446079166,0.5135993579126453
2000-06-26,0.6437226269592073,0.7586115450082754,0.7777439065875513,0.723534521518421,3.3433315008721296
2000-06-27,1.078533052830227,0.9972053353219706,0.9753249861389197,1.1792563356918466,0.9883854898451723
2000-06-28,1.1788132853414626,1.349520774513325,1.2409601134444523,1.236773947821072,4.251585011536986
2000-06-29,1.2792640770506751,1.3971773760037034,1.391116069098132,1.412360799971468,1.4075391917891171
2000-06-30,1.430571597075672,1.544261705740868,1.4991508814880414,1.42479552340848,1.4231115490156983
2000-07-01,1.4388709076155155,1.4545002045192672,1.536971131294941,1.480820852354268,1.5415831474838537
2000-07-02,1.3760944703527,1.4361480697262297,1.3739557689688229,1.2702649023800252,1.357009612160601
2000-07-03,1.0765503150571767,1.291455368423806,1.2792165611043467,1.1297160151302832,1.1803975301766887
2000-07-04,1.0207568902735475,0.8862548816426691,0.8172567197692078,0.8902747198560839,0.7979196175191487
2000-07-05,0.4988110246591924,0.6144991447421686,0.7018178222794466,0.6449606133655512,0.6471690875646287
2000-07-06,0.2089701504643528,0.3109391721341193,0.2292112008810489,0.16425756419789106,0.17166457441275332
2000-07-07,-0.3048581136799855,-0.37826731098913713,-0.1931465373233181,-0.15007498084532878,-0.9178424660655267
2000-07-08,-0.4465395712395038,-0.4427884912109939,-0.47180045825387973,-0.5672113385585359,-0.6597342695747106
2000-07-09,-0.9019907270065881,-0.8857345086174623,-0.9866746477226594,-1.0072401815282248,-0.8532092720248143
2000-07-10,-1.1041211841235803,-1.1335016491809866,-1.2063579624595673,-1.084624899556969,-1.159029720980427
2000-07-11,-1.2689374844063122,-1.321537776400294,-1.3804354952776614,-1.4445298219311615,-1.2623884382951776
2000-07-12,-1.641258120908243,-1.469430195027674,-1.407367281511847,-1.4210398856072883,-1.4643259287653934
2000-07-13,-1.5076861884675359,-1.4857520222079512,-1.4248759302536538,-1.5194466542390361,-1.489200441813166
2000-07-14,-1.3973862205798753,-1.3465724483203656,-1.3932615837482758,-1.3425763972324314,-1.5495870547468655
2000-07-15,-3.5183481075739453,-1.1250111303584656,-1.3447693849340336,-1.2377513888854654,-3.198602675709553
2000-07-16,-1.038485252592787,-1.0819458003244955,-1.0011433792630373,-0.8439412325436494,-0.9511952082338562
2000-07-17,-0.8668876331156902,-0.7941134381797504,-0.6641460051600666,-0.6073346993882545,-0.8177114804675416
2000-07-18,-0.43735273940356234,-0.5064460007036,-0.3144859176516526,-0.2905108823984809,-0.5215175247189702
2000-07-19,0.11845446887929179,-0.12783683796343312,-0.11145041586945288,-0.0034090208323752074,0.0853016153343969
2000-07-20,0.5597032903044775,0.41876539344437713,1.2554688658913333,0.35425225169235347,0.3125210066340838
2000-07-21,0.7089760223883979,0.7953048085378246,1.053834245560471,0.6797366005091807,0.6574028146417228
2000-07-22,0.8639603369725131,1.0605435007484778,1.162079595910551,1.0770560293493672,1.0152036418300914
2000-07-23,1.256929385970229,1.2892365395001675,0.7822864642709324,1.4136250746657688,1.1688624610691378
2000-07-24,1.3593909977150744,1.6139261165885577,1.3174708763779137,1.4736151828034165,1.454041029115038
2000-07-25,2.215065646555774,1.4114962027804778,1.2760318996700788,1.4173436390658551,1.549124088237699
2000-07-26,1.5295813527738835,1.5101251715343045,0.883393484477887,1.5299142850310787,1.4091768399330689
2000-07-27,1.3881740453185898,1.4845586956746009,1.182714107928251,1.4127430493023816,1.4029484342832144
2000-07-28,1.1210335597889793,1.2084855166858712,1.2492416854519275,1.2252034223347716,1.1360349704984365
2000-07-29,0.9973223590043044,0.8948781830203099,1.3026421221773075,0.8494995380190045,0.8773628372790864
2000-07-30,0.6278295324401156,0.646378611063241,0.6412756180284832,0.54266612740279,0.6471896983562198
2000-07-31,0.20278245331224146,0.07833120539506133,0.20316402056950025,0.24635792294592151,0.12641846727805406
2000-08-01,-0.11277665124562572,-0.06477745270849462,-0.11057753281992772,-0.23499235062664525,-0.19719292249428286
2000-08-02,-0.6074276983576028,-0.5504359745052462,-0.606007558419482,-0.52922977698509,-0.4622130917615932
2000-08-03,-0.7980748937829996,-0.8877733221186244,-1.0435988724758891,-0.7759658876960678,-4.372345245450373
2000-08-04,-1.1428343558278042,-1.2950384647321607,-1.0455618478498847,-1.1022961701676626,-4.092823935198018
2000-08-05,-1.3045428117179267,-1.4196451065800624,-1.344417475937354,-1.3442084184080012,-1.391679714095318
2000-08-06,-1.524413938142818,-1.3805076959109468,-1.5470550952477142,-1.4250461418907197,-1.6763575265597908
2000-08-07,-1.5189666820611814,-1.5796172658732206,-1.4400539438408497,-1.5422527625021534,-1.5439952268909012
2000-08-08,-1.289826115157715,-1.6146280015776657,-1.3977791585191106,-1.3152648812713221,-1.3667284467851821
2000-08-09,-1.2860918579829272,-1.2679336883552046,-1.3246000458773124,-1.2986697840993937,-1.2368046837458637
2000-08-10,-1.073433333918664,-0.9501237083151322,-1.0083438288942943,-1.0099353698791491,-1.0002113682792906
2000-08-11,-0.7022987485061373,-0.7739868193911806,-0.7378962536537255,-0.7552092816172232,-0.7560924554075109
2000-08-12,-0.442093909905633,-0.3471511468021405,-0.3839180648497931,-0.33338021594030526,-0.40905968425752204
2000-08-13,0.1000181363772499,0.0668865201078443,-0.17124061187879075,-0.012678503870123377,-0.17565050572804153
2000-08-14,0.43119281714429014,0.35610712009520834,0.3808802354403521,0.36041655108180287,0.43687508877391973
2000-08-15,0.7556132185875597,0.6702303542761909,0.7083507050451328,0.730750868564166,0.5878597404134602
2000-08-16,1.0370605752749522,1.0417601954888855,1.09249111228985,0.9920211332477811,0.8797654397272864
2000-08-17,1.240177487091273,1.3732478833891615,1.2097941927357674,1.329768618991833,1.3207380372904187
2000-08-18,1.4619920572110092,1.4355203926296551,1.4536474726542217,1.5197680627889065,1.331557791305761
2000-08-19,1.3961907243758256,0.8396639790773985,1.5771229560433777,1.371344990393773,2.965071669176982
2000-08-20,1.5669693723449025,1.5021695143688185,1.4004718867632535,1.5127752465435973,1.6488412985306709
2000-08-21,1.274884436589379,1.5135269391091173,1.3823048348999691,1.4456507064245872,1.4349245688515673
2000-08-22,1.091652861450978,1.1927164492438642,1.2482348191773138,1.1829127700154003,1.0998117994150873
2000-08-23,0.882624016168954,1.0331032575874308,0.9349492149268812,0.8463014569267029,0.9020136685132794
2000-08-24,0.5141639504315137,0.5647929129376082,0.5720968280828984,0.4416169496584217,0.4809773487885183
2000-08-25,0.291131642425148,0.18799040933116884,0.2587827106629324,0.11765130674785883,0.1117650727732251
2000-08-26,-0.10729493671150099,-0.1676524048787384,-0.1428432567587841,-0.24398609936792845,-0.04585329497128591
2000-08-27,-0.6243659533432293,-0.6900287757958374,-0.49591073358509663,-0.5070665467927084,-0.5972223241367265
2000-08-28,-0.8524747097341665,-0.9023136412884698,-0.923642785238013,-0.8809284695123581,-0.8597740673100049
2000-08-29,-1.2937851760373058,-1.1254073145116235,-1.0917597550505236,-1.2633351140417215,-1.197897219943528
2000-08-30,-1.1497453609272463,-1.4717627686466352,-1.492841295580634,-1.4750881855246218,-1.360950944949224
2000-08-31,-1.6080146773190767,-1.5597192029857936,-1.3164950257054957,-1.4208104829120356,-1.6051051439130886
2000-09-01,-1.471793132566052,-1.533622816320274,-1.4670673897159894,-1.60192039047087,-1.4453425618352018
2000-09-02,-1.4140531944617625,-1.3417292281931887,-1.5198465833860286,-1.3851776603864647,-1.4792076559213572
2000-09-03,-1.2151541312358627,-1.196221960882696,-1.235557248897597,-1.259352139513034,-1.1346419360285054
2000-09-04,-1.0950432681119888,-0.9904530740246134,-1.0237943681030088,-1.0894101860577292,-1.0533866868254105
2000-09-05,-0.7059386794230627,-0.7671007796312647,-0.6055639351992168,-0.6984441750304635,-0.6400898846337126
2000-09-06,-0.43121469254452865,-0.4991033550639418,-0.3082151220068393,-0.35573932012580123,-0.3716552384883747
2000-09-07,-0.04700525073893631,-0.13568364826971474,0.006080233378821566,-0.15863998314896463,0.04622283345243815
2000-09-08,0.3287552680516056,0.35134468803187985,0.4167335159243586,0.3796333052632581,0.38341785203671347
2000-09-09,0.7756363362743004,0.8474011710468274,0.611987736648465,0.7618266991650279,0.7258031150696892
2000-09-10,0.9452152315809936,0.9157078878023813,1.106887345934875,0.9539386106448289,0.9954416687552474
2000-09-11,1.2806830883579159,1.187427854676282,1.2612234671887192,1.2706393630227981,1.3458607153679993
2000-09-12,1.3137625210711006,1.368482006535225,1.3993603927233524,1.397684610860298,1.5330248046763266
2000-09-13,1.473286818944783,1.4315163883169446,1.4357509236750414,1.3913801953158016,1.6017814572971072
2000-09-14,1.3230092208986326,1.4114171611266724,1.406177843526831,1.5886090938254762,1.439723801544074
2000-09-15,1.4348906400830468,1.3584855898591928,1.286163769377314,-0.8529453237366977,1.3118552256300406
2000-09-16,1.1512003062298073,1.1459296272904023,1.1236857981358501,-1.4762975741347946,1.0497564179212255
