date,col1,col2,col3
01-03-2000,0.142039522,0.896802247,-0.374704304
02-03-2000,0.052510765,0.555505867,0.122050712
03-03-2000,0.005912027,0.188123753,0.691386541
04-03-2000,0.005912027,-0.188123753,-0.083542166
05-03-2000,0.052510765,-0.555505867,-0.252578592
06-03-2000,0.142039522,-0.896802247,-0.671881071
07-03-2000,0.267403063,-1.196292534,-0.908499469
08-03-2000,0.418548634,-1.440653847,-1.381642361
09-03-2000,0.583131928,-1.61971124,-2.130322024
10-03-2000,0.747337625,-1.726995356,-1.812880815
11-03-2000,0.896802247,-1.760073511,-1.683228043
12-03-2000,1.017580469,-1.720634606,-1.692354632
13-03-2000,1.09709318,-1.614323592,-1.161278389
14-03-2000,1.124996567,-1.450336835,-0.250400847
15-03-2000,1.093916395,-1.240804588,-0.534171062
16-03-2000,1,-1,-0.015823111
17-03-2000,0.843249928,-0.743424814,-0.581999096
18-03-2000,0.627616793,-0.486829487,-0.406716591
19-03-2000,0.360844075,-0.24522938,-0.768692226
20-03-2000,0.054073121,-0.031978755,-1.627075374
21-03-2000,-0.278768258,0.142039522,-1.452062419
22-03-2000,-0.621756586,0.269058101,-2.110784589
23-03-2000,-0.957894557,0.344863261,-1.752723179
24-03-2000,-1.270107217,0.369000257,-1.468328895
25-03-2000,-1.542251042,0.344733951,-1.016135672
26-03-2000,-1.760073511,0.278768258,-0.529085103
27-03-2000,-1.912063737,0.180743238,0.084924814
28-03-2000,-1.99014143,0.062542714,0.159171273
29-03-2000,-1.99014143,-0.062542714,0.366598137
30-03-2000,-1.912063737,-0.180743238,0.654114623
31-03-2000,-1.760073511,-0.278768258,-0.126300866
01-04-2000,-1.542251042,-0.344733951,-0.724375606
02-04-2000,-1.270107217,-0.369000257,-0.753647939
03-04-2000,-0.957894557,-0.344863261,-1.487976595
04-04-2000,-0.621756586,-0.269058101,-1.277115871
05-04-2000,-0.278768258,-0.142039522,-1.328934595
06-04-2000,0.054073121,0.031978755,-0.640369135
07-04-2000,0.360844075,0.24522938,0.089046418
08-04-2000,0.627616793,0.486829487,0.29573198
09-04-2000,0.843249928,0.743424814,0.555227841
10-04-2000,1,1,1.038475187
11-04-2000,1.093916395,1.240804588,1.12262834
12-04-2000,1.124996567,1.450336835,0.532178919
13-04-2000,1.09709318,1.614323592,0.548487723
14-04-2000,1.017580469,1.720634606,-0.282477989
15-04-2000,0.896802247,1.760073511,-0.548174158
16-04-2000,0.747337625,1.726995356,-0.522301058
17-04-2000,0.583131928,1.61971124,-0.477878044
18-04-2000,0.418548634,1.440653847,-0.03390695
19-04-2000,0.267403063,1.196292534,0.280888825
20-04-2000,0.142039522,0.896802247,0.853355279
21-04-2000,0.052510765,0.555505867,1.479419772
22-04-2000,0.005912027,0.188123753,1.535625614
23-04-2000,0.005912027,-0.188123753,1.377318543
24-04-2000,0.052510765,-0.555505867,1.314108093
25-04-2000,0.142039522,-0.896802247,1.16246122
26-04-2000,0.267403063,-1.196292534,0.881818266
27-04-2000,0.418548634,-1.440653847,0.199475673
28-04-2000,0.583131928,-1.61971124,0.074987279
29-04-2000,0.747337625,-1.726995356,0.225896036
30-04-2000,0.896802247,-1.760073511,0.120331179
01-05-2000,1.017580469,-1.720634606,0.812899576
02-05-2000,1.09709318,-1.614323592,1.071528899
03-05-2000,1.124996567,-1.450336835,1.572656281
04-05-2000,1.093916395,-1.240804588,1.878465409
05-05-2000,1,-1,2.014496949
06-05-2000,0.843249928,-0.743424814,2.040023072
07-05-2000,0.627616793,-0.486829487,1.611462795
08-05-2000,0.360844075,-0.24522938,0.676026294
09-05-2000,0.054073121,-0.031978755,0.611886
10-05-2000,-0.278768258,0.142039522,-0.070888954
11-05-2000,-0.621756586,0.269058101,0.127007501
12-05-2000,-0.957894557,0.344863261,-0.141649978
13-05-2000,-1.270107217,0.369000257,0.412120937
14-05-2000,-1.542251042,0.344733951,0.571631306
15-05-2000,-1.760073511,0.278768258,1.057748666
16-05-2000,-1.912063737,0.180743238,1.075961405
17-05-2000,-1.99014143,0.062542714,1.504168275
18-05-2000,-1.99014143,-0.062542714,2.342971532
19-05-2000,-1.912063737,-0.180743238,1.200627625
20-05-2000,-1.760073511,-0.278768258,0.902372284
21-05-2000,-1.542251042,-0.344733951,0.266771127
22-05-2000,-1.270107217,-0.369000257,-0.04299744
23-05-2000,-0.957894557,-0.344863261,-0.303473925
24-05-2000,-0.621756586,-0.269058101,-0.667212759
25-05-2000,-0.278768258,-0.142039522,-0.535266448
26-05-2000,0.054073121,0.031978755,0.117569453
27-05-2000,0.360844075,0.24522938,0.365151242
28-05-2000,0.627616793,0.486829487,0.810016011
29-05-2000,0.843249928,0.743424814,0.690084076
30-05-2000,1,1,0.633840972
31-05-2000,1.093916395,1.240804588,0.863954201
01-06-2000,1.124996567,1.450336835,0.566891632
02-06-2000,1.09709318,1.614323592,-0.134847388
03-06-2000,1.017580469,1.720634606,-0.965230378
04-06-2000,0.896802247,1.760073511,-1.437529121
05-06-2000,0.747337625,1.726995356,-1.664043667
06-06-2000,0.583131928,1.61971124,-1.42958708
07-06-2000,0.418548634,1.440653847,-1.185558923
08-06-2000,0.267403063,1.196292534,-0.839989262
09-06-2000,0.142039522,0.896802247,-0.640550395
10-06-2000,0.052510765,0.555505867,-0.032484819
11-06-2000,0.005912027,0.188123753,0.062545328
12-06-2000,0.005912027,-0.188123753,0.196475476
13-06-2000,0.052510765,-0.555505867,0.022794915
14-06-2000,0.142039522,-0.896802247,-0.466455984
15-06-2000,0.267403063,-1.196292534,-1.435846919
16-06-2000,0.418548634,-1.440653847,-1.54730164
17-06-2000,0.583131928,-1.61971124,-2.335075821
18-06-2000,0.747337625,-1.726995356,-2.175502147
19-06-2000,0.896802247,-1.760073511,-2.16944942
20-06-2000,1.017580469,-1.720634606,-1.094513395
21-06-2000,1.09709318,-1.614323592,-0.736138738
22-06-2000,1.124996567,-1.450336835,-0.299422998
23-06-2000,1.093916395,-1.240804588,-0.158276091
24-06-2000,1,-1,0.103257598
25-06-2000,0.843249928,-0.743424814,-0.106760984
26-06-2000,0.627616793,-0.486829487,-0.265764857
27-06-2000,0.360844075,-0.24522938,-0.440165736
28-06-2000,0.054073121,-0.031978755,-1.480013603
29-06-2000,-0.278768258,0.142039522,-1.553643879
30-06-2000,-0.621756586,0.269058101,-1.81815829
01-07-2000,-0.957894557,0.344863261,-1.999073758
02-07-2000,-1.270107217,0.369000257,-1.325388406
03-07-2000,-1.542251042,0.344733951,-1.285472579
04-07-2000,-1.760073511,0.278768258,-0.774161944
05-07-2000,-1.912063737,0.180743238,-0.021551811
06-07-2000,-1.99014143,0.062542714,0.352816374
07-07-2000,-1.99014143,-0.062542714,0.160312565
08-07-2000,-1.912063737,-0.180743238,0.316522216
09-07-2000,-1.760073511,-0.278768258,-0.536519563
10-07-2000,-1.542251042,-0.344733951,-0.685873785
11-07-2000,-1.270107217,-0.369000257,-1.277200467
12-07-2000,-0.957894557,-0.344863261,-1.267183956
13-07-2000,-0.621756586,-0.269058101,-1.451952782
14-07-2000,-0.278768258,-0.142039522,-1.478900393
15-07-2000,0.054073121,0.031978755,-0.8292575
16-07-2000,0.360844075,0.24522938,-0.143967297
17-07-2000,0.627616793,0.486829487,0.364651255
18-07-2000,0.843249928,0.743424814,0.987491845
19-07-2000,1,1,0.789138152
20-07-2000,1.093916395,1.240804588,0.874831751
21-07-2000,1.124996567,1.450336835,1.111999825
22-07-2000,1.09709318,1.614323592,0.656556359
23-07-2000,1.017580469,1.720634606,-0.391338883
24-07-2000,0.896802247,1.760073511,-0.680071994
25-07-2000,0.747337625,1.726995356,-0.457825211
26-07-2000,0.583131928,1.61971124,-0.367265541
27-07-2000,0.418548634,1.440653847,-0.279581363
28-07-2000,0.267403063,1.196292534,0.045055807
29-07-2000,0.142039522,0.896802247,0.445551048
30-07-2000,0.052510765,0.555505867,1.180320645
31-07-2000,0.005912027,0.188123753,1.622208361
01-08-2000,0.005912027,-0.188123753,2.16668675
02-08-2000,0.052510765,-0.555505867,1.462342369
03-08-2000,0.142039522,-0.896802247,1.212126219
04-08-2000,0.267403063,-1.196292534,0.388973962
05-08-2000,0.418548634,-1.440653847,-0.030649778
06-08-2000,0.583131928,-1.61971124,-0.136073229
07-08-2000,0.747337625,-1.726995356,-0.025917211
08-08-2000,0.896802247,-1.760073511,0.024510602
09-08-2000,1.017580469,-1.720634606,0.256292168
10-08-2000,1.09709318,-1.614323592,1.209881525
11-08-2000,1.124996567,-1.450336835,1.191667443
12-08-2000,1.093916395,-1.240804588,1.745788407
13-08-2000,1,-1,2.060118818
14-08-2000,0.843249928,-0.743424814,2.067584836
15-08-2000,0.627616793,-0.486829487,1.270756332
16-08-2000,0.360844075,-0.24522938,0.776631331
17-08-2000,0.054073121,-0.031978755,0.839699614
18-08-2000,-0.278768258,0.142039522,0.135927668
19-08-2000,-0.621756586,0.269058101,-0.056263644
20-08-2000,-0.957894557,0.344863261,-0.012367671
21-08-2000,-1.270107217,0.369000257,0.482592332
22-08-2000,-1.542251042,0.344733951,0.629380679
23-08-2000,-1.760073511,0.278768258,0.90292489
24-08-2000,-1.912063737,0.180743238,0.936073089
25-08-2000,-1.99014143,0.062542714,1.768895257
26-08-2000,-1.99014143,-0.062542714,1.770295807
27-08-2000,-1.912063737,-0.180743238,1.142811024
28-08-2000,-1.760073511,-0.278768258,0.716827023
29-08-2000,-1.542251042,-0.344733951,0.369727809
30-08-2000,-1.270107217,-0.369000257,-0.348932708
31-08-2000,-0.957894557,-0.344863261,-0.575485814
01-09-2000,-0.621756586,-0.269058101,-0.589272996
02-09-2000,-0.278768258,-0.142039522,-0.498202624
03-09-2000,0.054073121,0.031978755,-0.481380834
04-09-2000,0.360844075,0.24522938,0.404001354
05-09-2000,0.627616793,0.486829487,1.285740144
06-09-2000,0.843249928,0.743424814,0.541460194
07-09-2000,1,1,1.172191295
08-09-2000,1.093916395,1.240804588,0.82533949
09-09-2000,1.124996567,1.450336835,0.368560245
10-09-2000,1.09709318,1.614323592,-0.151197114
11-09-2000,1.017580469,1.720634606,-0.607524793
12-09-2000,0.896802247,1.760073511,-1.179062577
13-09-2000,0.747337625,1.726995356,-1.454736928
14-09-2000,0.583131928,1.61971124,-1.208615041
15-09-2000,0.418548634,1.440653847,-0.9481363
16-09-2000,0.267403063,1.196292534,-0.763658066
17-09-2000,0.142039522,0.896802247,-0.314110189
18-09-2000,0.052510765,0.555505867,0.199816788
19-09-2000,0.005912027,0.188123753,0.2168864
20-09-2000,0.005912027,-0.188123753,0.370273257
21-09-2000,0.052510765,-0.555505867,0.149913808
22-09-2000,0.142039522,-0.896802247,-0.474282978
23-09-2000,0.267403063,-1.196292534,-1.454977882
24-09-2000,0.418548634,-1.440653847,-1.352658866
25-09-2000,0.583131928,-1.61971124,-1.678970938
26-09-2000,0.747337625,-1.726995356,-1.993043328
27-09-2000,0.896802247,-1.760073511,-1.654087461
28-09-2000,1.017580469,-1.720634606,-0.967429719
29-09-2000,1.09709318,-1.614323592,-0.681025095
30-09-2000,1.124996567,-1.450336835,-0.561902639
01-10-2000,1.093916395,-1.240804588,-0.003344241
02-10-2000,1,-1,-0.098388531
03-10-2000,0.843249928,-0.743424814,-0.272996591
04-10-2000,0.627616793,-0.486829487,-0.149197818
05-10-2000,0.360844075,-0.24522938,-0.818044027
06-10-2000,0.054073121,-0.031978755,-1.669741592
07-10-2000,-0.278768258,0.142039522,-1.704334699
08-10-2000,-0.621756586,0.269058101,-1.805244467
09-10-2000,-0.957894557,0.344863261,-1.693277134
10-10-2000,-1.270107217,0.369000257,-1.27469991
11-10-2000,-1.542251042,0.344733951,-0.60073369
12-10-2000,-1.760073511,0.278768258,-0.533531998
13-10-2000,-1.912063737,0.180743238,0.050276585
14-10-2000,-1.99014143,0.062542714,0.266782876
15-10-2000,-1.99014143,-0.062542714,0.464830363
16-10-2000,-1.912063737,-0.180743238,0.327682277
17-10-2000,-1.760073511,-0.278768258,-0.498528771
18-10-2000,-1.542251042,-0.344733951,-0.916196828
19-10-2000,-1.270107217,-0.369000257,-0.914638554
20-10-2000,-0.957894557,-0.344863261,-0.976720184
21-10-2000,-0.621756586,-0.269058101,-1.245144009
22-10-2000,-0.278768258,-0.142039522,-0.991536594
23-10-2000,0.054073121,0.031978755,-0.374973109
24-10-2000,0.360844075,0.24522938,-0.080339174
25-10-2000,0.627616793,0.486829487,0.154767026
26-10-2000,0.843249928,0.743424814,0.716887839
27-10-2000,1,1,0.989488987
28-10-2000,1.093916395,1.240804588,1.081891681
29-10-2000,1.124996567,1.450336835,0.386068503
30-10-2000,1.09709318,1.614323592,0.161830224
31-10-2000,1.017580469,1.720634606,-0.192200567
01-11-2000,0.896802247,1.760073511,-0.590596109
02-11-2000,0.747337625,1.726995356,-0.531416839
03-11-2000,0.583131928,1.61971124,-0.424385857
04-11-2000,0.418548634,1.440653847,-0.083381354
05-11-2000,0.267403063,1.196292534,0.081615423
06-11-2000,0.142039522,0.896802247,0.919712713
07-11-2000,0.052510765,0.555505867,1.501022861
08-11-2000,0.005912027,0.188123753,1.485609032
09-11-2000,0.005912027,-0.188123753,1.490020612
10-11-2000,0.052510765,-0.555505867,1.844523299
11-11-2000,0.142039522,-0.896802247,1.208533693
12-11-2000,0.267403063,-1.196292534,0.880863111
13-11-2000,0.418548634,-1.440653847,0.352681366
14-11-2000,0.583131928,-1.61971124,-0.325692816
15-11-2000,0.747337625,-1.726995356,-0.373899065
16-11-2000,0.896802247,-1.760073511,-0.12384571
17-11-2000,1.017580469,-1.720634606,0.439034317
18-11-2000,1.09709318,-1.614323592,0.778439273
19-11-2000,1.124996567,-1.450336835,1.253003375
20-11-2000,1.093916395,-1.240804588,2.267716455
21-11-2000,1,-1,2.174105286
22-11-2000,0.843249928,-0.743424814,1.751160536
23-11-2000,0.627616793,-0.486829487,1.445026895
24-11-2000,0.360844075,-0.24522938,0.891410857
25-11-2000,0.054073121,-0.031978755,0.818275754
26-11-2000,-0.278768258,0.142039522,-0.083049331
27-11-2000,-0.621756586,0.269058101,-0.049122028
28-11-2000,-0.957894557,0.344863261,0.260635956
29-11-2000,-1.270107217,0.369000257,0.565376257
30-11-2000,-1.542251042,0.344733951,0.660691348
01-12-2000,-1.760073511,0.278768258,1.231819577
02-12-2000,-1.912063737,0.180743238,1.83300392
03-12-2000,-1.99014143,0.062542714,1.823934529
04-12-2000,-1.99014143,-0.062542714,1.686442196
05-12-2000,-1.912063737,-0.180743238,1.366404632
06-12-2000,-1.760073511,-0.278768258,1.059362918
07-12-2000,-1.542251042,-0.344733951,0.680699864
08-12-2000,-1.270107217,-0.369000257,-0.0252774
09-12-2000,-0.957894557,-0.344863261,-0.678624291
10-12-2000,-0.621756586,-0.269058101,-0.726863765
11-12-2000,-0.278768258,-0.142039522,-0.46454972
12-12-2000,0.054073121,0.031978755,0.045696266
13-12-2000,0.360844075,0.24522938,0.256048194
14-12-2000,0.627616793,0.486829487,1.044561026
15-12-2000,0.843249928,0.743424814,1.14050005
16-12-2000,1,1,1.457633253
17-12-2000,1.093916395,1.240804588,0.629385438
18-12-2000,1.124996567,1.450336835,-0.022644447
19-12-2000,1.09709318,1.614323592,-0.047530011
20-12-2000,1.017580469,1.720634606,-0.888112932
21-12-2000,0.896802247,1.760073511,-1.078195268
22-12-2000,0.747337625,1.726995356,-1.545145102
23-12-2000,0.583131928,1.61971124,-1.249548212
24-12-2000,0.418548634,1.440653847,-1.099714924
25-12-2000,0.267403063,1.196292534,-0.792326904
26-12-2000,0.142039522,0.896802247,-0.413795806
27-12-2000,0.052510765,0.555505867,-0.147550083
28-12-2000,0.005912027,0.188123753,0.117248204
29-12-2000,0.005912027,-0.188123753,0.342769101
30-12-2000,0.052510765,-0.555505867,-0.121404381
31-12-2000,0.142039522,-0.896802247,-0.815492696
01-01-2001,0.267403063,-1.196292534,-1.010062659
02-01-2001,0.418548634,-1.440653847,-1.396469946
03-01-2001,0.583131928,-1.61971124,-1.798775025
04-01-2001,0.747337625,-1.726995356,-1.709771742
05-01-2001,0.896802247,-1.760073511,-1.920939062
06-01-2001,1.017580469,-1.720634606,-1.787093347
07-01-2001,1.09709318,-1.614323592,-0.760443961
08-01-2001,1.124996567,-1.450336835,-0.416880562
09-01-2001,1.093916395,-1.240804588,-0.06675409
10-01-2001,1,-1,-0.516556297
11-01-2001,0.843249928,-0.743424814,-0.274116116
12-01-2001,0.627616793,-0.486829487,-0.29082527
13-01-2001,0.360844075,-0.24522938,-0.898460311
14-01-2001,0.054073121,-0.031978755,-1.409141803
15-01-2001,-0.278768258,0.142039522,-1.614241295
16-01-2001,-0.621756586,0.269058101,-1.810213549
17-01-2001,-0.957894557,0.344863261,-1.817834867
18-01-2001,-1.270107217,0.369000257,-1.388238859
19-01-2001,-1.542251042,0.344733951,-0.949941413
20-01-2001,-1.760073511,0.278768258,-0.326324994
21-01-2001,-1.912063737,0.180743238,0.125551079
22-01-2001,-1.99014143,0.062542714,0.370294814
23-01-2001,-1.99014143,-0.062542714,0.348030183
24-01-2001,-1.912063737,-0.180743238,-0.008533952
25-01-2001,-1.760073511,-0.278768258,0.046662359
26-01-2001,-1.542251042,-0.344733951,-0.510115583
27-01-2001,-1.270107217,-0.369000257,-1.269376516
28-01-2001,-0.957894557,-0.344863261,-1.565805575
29-01-2001,-0.621756586,-0.269058101,-1.361554469
30-01-2001,-0.278768258,-0.142039522,-1.228659572
31-01-2001,0.054073121,0.031978755,-0.663031658
01-02-2001,0.360844075,0.24522938,-0.109808758
02-02-2001,0.627616793,0.486829487,0.416345417
03-02-2001,0.843249928,0.743424814,0.781500254
04-02-2001,1,1,0.743782794
05-02-2001,1.093916395,1.240804588,1.248426185
06-02-2001,1.124996567,1.450336835,0.811685184
07-02-2001,1.09709318,1.614323592,0.29916288
08-02-2001,1.017580469,1.720634606,-0.251634473
09-02-2001,0.896802247,1.760073511,-0.672220419
10-02-2001,0.747337625,1.726995356,-0.355796755
11-02-2001,0.583131928,1.61971124,-0.556993405
12-02-2001,0.418548634,1.440653847,-0.182448409
13-02-2001,0.267403063,1.196292534,0.374031941
14-02-2001,0.142039522,0.896802247,0.537445751
15-02-2001,0.052510765,0.555505867,1.60471668
16-02-2001,0.005912027,0.188123753,1.274607612
17-02-2001,0.005912027,-0.188123753,1.74412897
18-02-2001,0.052510765,-0.555505867,1.575916535
19-02-2001,0.142039522,-0.896802247,1.492772247
20-02-2001,0.267403063,-1.196292534,0.520898506
21-02-2001,0.418548634,-1.440653847,0.291685894
22-02-2001,0.583131928,-1.61971124,0.006865672
23-02-2001,0.747337625,-1.726995356,0.053648462
24-02-2001,0.896802247,-1.760073511,0.495771669
25-02-2001,1.017580469,-1.720634606,0.221336959
26-02-2001,1.09709318,-1.614323592,0.876226962
27-02-2001,1.124996567,-1.450336835,1.270266538
28-02-2001,1.093916395,-1.240804588,1.788113501
01-03-2001,1,-1,1.865280928
02-03-2001,0.843249928,-0.743424814,1.986807666
03-03-2001,0.627616793,-0.486829487,1.314876153
04-03-2001,0.360844075,-0.24522938,0.904636153
05-03-2001,0.054073121,-0.031978755,0.547756764
06-03-2001,-0.278768258,0.142039522,0.411473327
07-03-2001,-0.621756586,0.269058101,-0.151416315
08-03-2001,-0.957894557,0.344863261,-0.352690887
09-03-2001,-1.270107217,0.369000257,0.410733867
10-03-2001,-1.542251042,0.344733951,0.523732059
11-03-2001,-1.760073511,0.278768258,1.213474019
12-03-2001,-1.912063737,0.180743238,1.73554435
13-03-2001,-1.99014143,0.062542714,1.773990805
14-03-2001,-1.99014143,-0.062542714,1.701228607
15-03-2001,-1.912063737,-0.180743238,1.534450337
16-03-2001,-1.760073511,-0.278768258,0.859879023
17-03-2001,-1.542251042,-0.344733951,0.167590722
18-03-2001,-1.270107217,-0.369000257,0.03192681
19-03-2001,-0.957894557,-0.344863261,-0.468956342
20-03-2001,-0.621756586,-0.269058101,-0.651282352
21-03-2001,-0.278768258,-0.142039522,-0.492628178
22-03-2001,0.054073121,0.031978755,-0.23675037
23-03-2001,0.360844075,0.24522938,0.464964068
24-03-2001,0.627616793,0.486829487,0.891954573
25-03-2001,0.843249928,0.743424814,0.888476825
26-03-2001,1,1,1.305778017
27-03-2001,1.093916395,1.240804588,0.798315844
28-03-2001,1.124996567,1.450336835,0.704872662
29-03-2001,1.09709318,1.614323592,-0.07735261
30-03-2001,1.017580469,1.720634606,-0.714830344
31-03-2001,0.896802247,1.760073511,-1.189084773
01-04-2001,0.747337625,1.726995356,-1.030026003
02-04-2001,0.583131928,1.61971124,-1.361906402
03-04-2001,0.418548634,1.440653847,-1.047026575
04-04-2001,0.267403063,1.196292534,-0.908668823
05-04-2001,0.142039522,0.896802247,-0.006686714
06-04-2001,0.052510765,0.555505867,0.002300255
07-04-2001,0.005912027,0.188123753,0.455655559
08-04-2001,0.005912027,-0.188123753,0.194832532
09-04-2001,0.052510765,-0.555505867,0.017659456
10-04-2001,0.142039522,-0.896802247,-0.597185407
11-04-2001,0.267403063,-1.196292534,-1.024524797
12-04-2001,0.418548634,-1.440653847,-1.603909618
13-04-2001,0.583131928,-1.61971124,-1.477995507
14-04-2001,0.747337625,-1.726995356,-1.83908897
15-04-2001,0.896802247,-1.760073511,-1.572034343
16-04-2001,1.017580469,-1.720634606,-1.019373932
17-04-2001,1.09709318,-1.614323592,-0.947479602
18-04-2001,1.124996567,-1.450336835,-0.435464391
19-04-2001,1.093916395,-1.240804588,-0.028126173
20-04-2001,1,-1,-0.268519049
21-04-2001,0.843249928,-0.743424814,-0.417105667
22-04-2001,0.627616793,-0.486829487,-0.615412785
23-04-2001,0.360844075,-0.24522938,-0.558414408
24-04-2001,0.054073121,-0.031978755,-1.228162612
25-04-2001,-0.278768258,0.142039522,-1.530343369
26-04-2001,-0.621756586,0.269058101,-2.063449428
27-04-2001,-0.957894557,0.344863261,-1.933675513
28-04-2001,-1.270107217,0.369000257,-1.710795335
29-04-2001,-1.542251042,0.344733951,-1.132614967
30-04-2001,-1.760073511,0.278768258,-0.236273153
01-05-2001,-1.912063737,0.180743238,-0.167406912
02-05-2001,-1.99014143,0.062542714,-0.235202947
03-05-2001,-1.99014143,-0.062542714,0.361722453
04-05-2001,-1.912063737,-0.180743238,0.044806013
05-05-2001,-1.760073511,-0.278768258,-0.645006103
06-05-2001,-1.542251042,-0.344733951,-0.394508437
07-05-2001,-1.270107217,-0.369000257,-0.954873339
08-05-2001,-0.957894557,-0.344863261,-1.259016318
09-05-2001,-0.621756586,-0.269058101,-1.551147729
10-05-2001,-0.278768258,-0.142039522,-1.040865637
11-05-2001,0.054073121,0.031978755,-0.678626009
12-05-2001,0.360844075,0.24522938,0.299837319
13-05-2001,0.627616793,0.486829487,0.39970217
14-05-2001,0.843249928,0.743424814,0.804862557
15-05-2001,1,1,1.11045301
16-05-2001,1.093916395,1.240804588,0.865437366
17-05-2001,1.124996567,1.450336835,0.670505128
18-05-2001,1.09709318,1.614323592,0.587199336
19-05-2001,1.017580469,1.720634606,-0.291992918
20-05-2001,0.896802247,1.760073511,-0.554778342
21-05-2001,0.747337625,1.726995356,-0.690451891
22-05-2001,0.583131928,1.61971124,-0.202618348
23-05-2001,0.418548634,1.440653847,0.006296073
24-05-2001,0.267403063,1.196292534,0.912552117
25-05-2001,0.142039522,0.896802247,1.08506537
26-05-2001,0.052510765,0.555505867,1.480804253
27-05-2001,0.005912027,0.188123753,1.480257719
28-05-2001,0.005912027,-0.188123753,1.989402371
29-05-2001,0.052510765,-0.555505867,1.216647171
30-05-2001,0.142039522,-0.896802247,0.904684102
31-05-2001,0.267403063,-1.196292534,0.759607926
01-06-2001,0.418548634,-1.440653847,0.338813838
02-06-2001,0.583131928,-1.61971124,0.410628909
03-06-2001,0.747337625,-1.726995356,0.045230483
04-06-2001,0.896802247,-1.760073511,0.265837285
05-06-2001,1.017580469,-1.720634606,0.684915864
06-06-2001,1.09709318,-1.614323592,0.813409787
07-06-2001,1.124996567,-1.450336835,1.506643216
08-06-2001,1.093916395,-1.240804588,1.501306264
09-06-2001,1,-1,1.913905583
10-06-2001,0.843249928,-0.743424814,1.81603988
11-06-2001,0.627616793,-0.486829487,1.739254096
12-06-2001,0.360844075,-0.24522938,1.303365825
13-06-2001,0.054073121,-0.031978755,0.666271065
14-06-2001,-0.278768258,0.142039522,0.177631504
15-06-2001,-0.621756586,0.269058101,-0.296004634
16-06-2001,-0.957894557,0.344863261,0.158028256
17-06-2001,-1.270107217,0.369000257,0.22353657
18-06-2001,-1.542251042,0.344733951,0.809163425
19-06-2001,-1.760073511,0.278768258,1.14889898
20-06-2001,-1.912063737,0.180743238,1.358326833
21-06-2001,-1.99014143,0.062542714,2.013069914
